令和3年経済センサス‐活動調査　製造業（地域別統計表データ）　令和5(2023)年12月15日訂正,,,,,,,,,,,
,,,,,,,,,,,
１．都道府県別、東京特別区・政令指定都市別統計表,,,,,,,,,,,
"Statistical Tables by Prefecture, Tokyo Special Wards and Government-designated Cities",,,,,,,,,,,
第１表  産業中分類別事業所数、従業者数、事業に従事する者の人件費及び派遣受入者に係る人材派遣会社への支払額、原材料・燃料・電力の使用額等、製造品出荷額等及び付加価値額（従業者４人以上の事業所）,,,,,,,,,,,
"Number of establishments, Number of employees, Total cash wages and salaries paid for persons engaged and temporary staff services, Cost of raw materials, fuels and electricity consumed, Value of manufactured goods shipments, and Value added, by Industry (2-digit industrial classification) (Establishments with 4 or more employees)",,,,,,,,,,,
,,,,,,,,,,,
,,,,,,事業所数,従業者数,事業に従事する者の人件費及び派遣受入者に係る人材派遣会社への支払額,原材料・燃料・電力の使用額等,製造品出荷額等,付加価値額（従業者29人以下は粗付加価値額）
時間軸コード,年次,産業中分類コード,産業中分類名,都道府県、東京特別区・政令指定都市コード,都道府県、東京特別区・政令指定都市名,,人,百万円,百万円,百万円,百万円
2020000000,2020,15,印刷・同関連業,76,神戸市,60,1279,5710,9556,20788,9991
2020000000,2020,15,印刷・同関連業,77,岡山市,86,3268,14714,44125,79549,29716
2020000000,2020,15,印刷・同関連業,78,広島市,102,2336,9076,17757,37371,16889
2020000000,2020,15,印刷・同関連業,79,北九州市,49,1330,4656,8555,21141,11057
2020000000,2020,15,印刷・同関連業,80,福岡市,113,2714,11146,24613,53591,25839
2020000000,2020,15,印刷・同関連業,81,熊本市,44,919,3171,6401,12774,5551
2020000000,2020,16,化学工業,00,全国計,4978,377971,2113945,14917918,28603045,11556149
2020000000,2020,16,化学工業,01,北海道,100,3542,17530,106302,210986,89109
2020000000,2020,16,化学工業,02,青森県,15,522,2374,16815,34235,14220
2020000000,2020,16,化学工業,03,岩手県,23,1301,6650,26561,58048,25627
2020000000,2020,16,化学工業,04,宮城県,45,1657,7089,49665,88948,35516
2020000000,2020,16,化学工業,05,秋田県,19,2033,9259,32505,64252,25685
2020000000,2020,16,化学工業,06,山形県,32,3701,19534,91905,306304,186265
2020000000,2020,16,化学工業,07,福島県,102,8916,46500,326034,614335,244048
2020000000,2020,16,化学工業,08,茨城県,195,16925,94405,865930,1586379,598017
2020000000,2020,16,化学工業,09,栃木県,85,7832,36150,455102,720519,230274
2020000000,2020,16,化学工業,10,群馬県,91,10494,56578,319216,740854,352347
2020000000,2020,16,化学工業,11,埼玉県,378,25291,123844,858066,1608857,649972
2020000000,2020,16,化学工業,12,千葉県,271,22018,130013,1136103,2041994,730552
2020000000,2020,16,化学工業,13,東京都,227,10336,59842,194511,404387,186279
2020000000,2020,16,化学工業,14,神奈川県,267,23604,139895,955642,1844548,771966
2020000000,2020,16,化学工業,15,新潟県,74,7450,45401,344355,674414,285411
2020000000,2020,16,化学工業,16,富山県,114,15406,75149,447982,782289,274095
2020000000,2020,16,化学工業,17,石川県,29,2425,11417,58243,156119,82408
2020000000,2020,16,化学工業,18,福井県,58,3827,19443,121283,202842,66997
2020000000,2020,16,化学工業,19,山梨県,22,1059,5707,14739,54034,35745
2020000000,2020,16,化学工業,20,長野県,44,1614,8404,43645,137394,85905
2020000000,2020,16,化学工業,21,岐阜県,104,5934,36698,109349,270758,136047
2020000000,2020,16,化学工業,22,静岡県,207,23574,134021,1218678,2090497,773026
2020000000,2020,16,化学工業,23,愛知県,235,14165,83395,673227,1177833,430684
2020000000,2020,16,化学工業,24,三重県,133,16029,92637,661183,1243181,488282
2020000000,2020,16,化学工業,25,滋賀県,106,8540,44424,386028,1132832,643799
2020000000,2020,16,化学工業,26,京都府,118,5586,30579,84499,209174,106625
2020000000,2020,16,化学工業,27,大阪府,565,28996,173967,922764,1644225,590928
2020000000,2020,16,化学工業,28,兵庫県,312,23395,140633,1198691,2060585,730580
2020000000,2020,16,化学工業,29,奈良県,68,3408,14749,76333,121207,36360
2020000000,2020,16,化学工業,30,和歌山県,87,7041,36016,178180,446593,234271
2020000000,2020,16,化学工業,31,鳥取県,6,199,818,2019,4646,922
2020000000,2020,16,化学工業,32,島根県,10,973,3061,14829,27036,10194
2020000000,2020,16,化学工業,33,岡山県,121,11541,71472,726035,1053914,253190
2020000000,2020,16,化学工業,34,広島県,107,6448,36295,172480,382676,172001
2020000000,2020,16,化学工業,35,山口県,100,15950,98914,784855,1803584,824714
2020000000,2020,16,化学工業,36,徳島県,42,6003,36454,140531,610933,417753
2020000000,2020,16,化学工業,37,香川県,50,3651,18990,72132,153723,71909
2020000000,2020,16,化学工業,38,愛媛県,44,3644,24520,173110,300894,92690
2020000000,2020,16,化学工業,39,高知県,16,366,1223,5745,10787,4575
2020000000,2020,16,化学工業,40,福岡県,143,9134,50399,263669,501859,200412
2020000000,2020,16,化学工業,41,佐賀県,42,2771,12406,74053,163509,79864
2020000000,2020,16,化学工業,42,長崎県,17,399,1625,5707,12592,5600
2020000000,2020,16,化学工業,43,熊本県,42,4409,22980,72061,187819,101365
2020000000,2020,16,化学工業,44,大分県,38,3078,19322,348533,500543,124665
2020000000,2020,16,化学工業,45,宮崎県,27,1817,9839,69501,127602,43603
2020000000,2020,16,化学工業,46,鹿児島県,21,402,1379,15624,24757,8231
2020000000,2020,16,化学工業,47,沖縄県,26,565,1942,3498,7550,3419
2020000000,2020,16,化学工業,61,札幌市,14,343,2340,4937,25696,18603
2020000000,2020,16,化学工業,62,仙台市,14,394,1978,5403,18657,11575
2020000000,2020,16,化学工業,63,さいたま市,33,2253,12489,45278,131294,71792
2020000000,2020,16,化学工業,64,千葉市,17,406,2062,17661,24565,4966
2020000000,2020,16,化学工業,65,東京特別区,165,8244,49512,153867,306986,135929
2020000000,2020,16,化学工業,66,横浜市,67,2741,15963,60860,123722,54854
2020000000,2020,16,化学工業,67,川崎市,51,7110,49871,538239,902517,303566
2020000000,2020,16,化学工業,68,相模原市,18,919,5420,25365,48018,19931
2020000000,2020,16,化学工業,69,新潟市,20,1660,11690,160186,246739,79806
2020000000,2020,16,化学工業,70,静岡市,33,2195,12311,120394,180898,47528
2020000000,2020,16,化学工業,71,浜松市,11,655,3209,12449,40244,23783
2020000000,2020,16,化学工業,72,名古屋市,57,2740,16914,92830,192798,92468
2020000000,2020,16,化学工業,73,京都市,53,2205,12741,35939,72792,30970
2020000000,2020,16,化学工業,74,大阪市,199,10007,56664,271300,500945,192148
2020000000,2020,16,化学工業,75,堺市,76,2834,15924,96779,190363,75070
2020000000,2020,16,化学工業,76,神戸市,68,2954,17111,258523,358783,91282
2020000000,2020,16,化学工業,77,岡山市,19,1647,10307,45021,91650,38873
2020000000,2020,16,化学工業,78,広島市,24,690,4152,12551,45380,28794
2020000000,2020,16,化学工業,79,北九州市,53,3970,23323,108989,220782,91979
2020000000,2020,16,化学工業,80,福岡市,13,153,646,5770,10472,4271
2020000000,2020,16,化学工業,81,熊本市,9,1871,11077,13650,53846,35117
2020000000,2020,17,石油製品・石炭製品製造業,00,全国計,979,28027,170872,7029705,11114363,1541748
2020000000,2020,17,石油製品・石炭製品製造業,01,北海道,40,705,3957,309990,484702,107556
2020000000,2020,17,石油製品・石炭製品製造業,02,青森県,16,134,474,6865,9994,2852
2020000000,2020,17,石油製品・石炭製品製造業,03,岩手県,21,202,915,4818,8753,3559
2020000000,2020,17,石油製品・石炭製品製造業,04,宮城県,22,633,4033,260385,422097,57128
2020000000,2020,17,石油製品・石炭製品製造業,05,秋田県,17,115,852,4096,6714,2380
2020000000,2020,17,石油製品・石炭製品製造業,06,山形県,13,112,350,2279,3389,1019
2020000000,2020,17,石油製品・石炭製品製造業,07,福島県,26,255,1101,8588,15465,6218
2020000000,2020,17,石油製品・石炭製品製造業,08,茨城県,26,917,6537,24543,63689,30058
2020000000,2020,17,石油製品・石炭製品製造業,09,栃木県,21,330,1519,13649,21558,6866
2020000000,2020,17,石油製品・石炭製品製造業,10,群馬県,15,196,1209,5630,12486,5815
2020000000,2020,17,石油製品・石炭製品製造業,11,埼玉県,38,447,2479,26372,40469,12761
2020000000,2020,17,石油製品・石炭製品製造業,12,千葉県,46,3926,23938,1773126,2764499,292597
2020000000,2020,17,石油製品・石炭製品製造業,13,東京都,19,357,2012,18251,27188,8079
2020000000,2020,17,石油製品・石炭製品製造業,14,神奈川県,56,3534,23805,991690,1644428,218479
2020000000,2020,17,石油製品・石炭製品製造業,15,新潟県,33,371,1560,10253,17332,6278
2020000000,2020,17,石油製品・石炭製品製造業,16,富山県,12,104,435,3172,5432,2056
2020000000,2020,17,石油製品・石炭製品製造業,17,石川県,11,144,587,4156,7659,3179
2020000000,2020,17,石油製品・石炭製品製造業,18,福井県,10,82,329,4082,6204,1939
2020000000,2020,17,石油製品・石炭製品製造業,19,山梨県,7,61,272,1983,3481,1394
2020000000,2020,17,石油製品・石炭製品製造業,20,長野県,20,222,855,4502,8118,3253
2020000000,2020,17,石油製品・石炭製品製造業,21,岐阜県,23,236,1032,7270,13336,5499
2020000000,2020,17,石油製品・石炭製品製造業,22,静岡県,25,396,2057,14406,23429,8038
2020000000,2020,17,石油製品・石炭製品製造業,23,愛知県,56,1259,6988,402708,623683,175740
2020000000,2020,17,石油製品・石炭製品製造業,24,三重県,21,1788,11552,206818,521941,143370
2020000000,2020,17,石油製品・石炭製品製造業,25,滋賀県,14,298,2547,5641,13361,6861
2020000000,2020,17,石油製品・石炭製品製造業,26,京都府,11,148,741,3899,8041,3754
2020000000,2020,17,石油製品・石炭製品製造業,27,大阪府,48,1554,10530,563820,1229593,307740
2020000000,2020,17,石油製品・石炭製品製造業,28,兵庫県,40,1290,7678,102514,147731,38234
2020000000,2020,17,石油製品・石炭製品製造業,29,奈良県,7,129,X,X,X,X
2020000000,2020,17,石油製品・石炭製品製造業,30,和歌山県,14,1100,7092,403934,427243,-69655
2020000000,2020,17,石油製品・石炭製品製造業,31,鳥取県,9,76,294,1754,3217,1361
2020000000,2020,17,石油製品・石炭製品製造業,32,島根県,6,59,239,1082,2166,994
2020000000,2020,17,石油製品・石炭製品製造業,33,岡山県,23,1448,9662,783260,1113925,70361
2020000000,2020,17,石油製品・石炭製品製造業,34,広島県,24,228,1073,7969,12463,4067
2020000000,2020,17,石油製品・石炭製品製造業,35,山口県,19,1251,8272,460590,646645,17282
2020000000,2020,17,石油製品・石炭製品製造業,36,徳島県,8,47,200,2304,3709,1277
2020000000,2020,17,石油製品・石炭製品製造業,37,香川県,8,938,6134,90434,110338,11476
2020000000,2020,17,石油製品・石炭製品製造業,38,愛媛県,11,679,X,X,X,X
2020000000,2020,17,石油製品・石炭製品製造業,39,高知県,7,49,154,1695,2513,744
2020000000,2020,17,石油製品・石炭製品製造業,40,福岡県,43,1004,6365,64396,95437,25756
2020000000,2020,17,石油製品・石炭製品製造業,41,佐賀県,7,64,333,2106,3642,1397
2020000000,2020,17,石油製品・石炭製品製造業,42,長崎県,10,98,360,1732,3531,1639
2020000000,2020,17,石油製品・石炭製品製造業,43,熊本県,22,167,735,6313,11138,4388
2020000000,2020,17,石油製品・石炭製品製造業,44,大分県,12,474,3503,139946,223610,34040
2020000000,2020,17,石油製品・石炭製品製造業,45,宮崎県,12,75,262,2296,3983,1534
2020000000,2020,17,石油製品・石炭製品製造業,46,鹿児島県,20,174,689,3226,5958,2515
2020000000,2020,17,石油製品・石炭製品製造業,47,沖縄県,10,151,513,2329,5785,3137
2020000000,2020,17,石油製品・石炭製品製造業,61,札幌市,8,53,295,3133,5131,1816
2020000000,2020,17,石油製品・石炭製品製造業,62,仙台市,6,517,3517,252986,410166,53003
2020000000,2020,17,石油製品・石炭製品製造業,63,さいたま市,2,38,X,X,X,X
2020000000,2020,17,石油製品・石炭製品製造業,64,千葉市,4,63,340,2611,4758,1951
2020000000,2020,17,石油製品・石炭製品製造業,65,東京特別区,11,265,X,X,X,X
2020000000,2020,17,石油製品・石炭製品製造業,66,横浜市,24,1420,10481,525397,803475,93077
2020000000,2020,17,石油製品・石炭製品製造業,67,川崎市,16,1780,11573,451672,817703,117617
2020000000,2020,17,石油製品・石炭製品製造業,68,相模原市,3,30,178,2097,2542,405
2020000000,2020,17,石油製品・石炭製品製造業,69,新潟市,9,145,661,3331,6109,2467
2020000000,2020,17,石油製品・石炭製品製造業,70,静岡市,3,51,273,1224,1974,683
2020000000,2020,17,石油製品・石炭製品製造業,71,浜松市,6,98,486,2089,4739,2378
2020000000,2020,17,石油製品・石炭製品製造業,72,名古屋市,8,150,685,5238,7884,2270
2020000000,2020,17,石油製品・石炭製品製造業,73,京都市,2,76,X,X,X,X
2020000000,2020,17,石油製品・石炭製品製造業,74,大阪市,15,261,1226,8971,13578,4090
2020000000,2020,17,石油製品・石炭製品製造業,75,堺市,6,889,7253,538417,1188110,293358
2020000000,2020,17,石油製品・石炭製品製造業,76,神戸市,12,441,3051,27338,45233,15962
2020000000,2020,17,石油製品・石炭製品製造業,77,岡山市,5,46,218,1264,2629,1241
2020000000,2020,17,石油製品・石炭製品製造業,78,広島市,5,43,192,2547,3501,867
2020000000,2020,17,石油製品・石炭製品製造業,79,北九州市,14,678,4822,55104,78175,18608
2020000000,2020,17,石油製品・石炭製品製造業,80,福岡市,4,35,117,927,1745,744
2020000000,2020,17,石油製品・石炭製品製造業,81,熊本市,6,47,206,2798,4486,1534
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,00,全国計,11680,440660,1833141,6983428,12574301,4676691
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,01,北海道,152,3988,15514,50341,89280,32264
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,02,青森県,25,886,2598,11223,17362,4982
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,03,岩手県,93,3931,13204,48401,84874,31371
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,04,宮城県,124,4462,16012,51411,107045,47170
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,05,秋田県,56,1876,5363,15810,27099,9645
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,06,山形県,87,3992,12948,34655,63908,24651
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,07,福島県,190,8632,35332,134761,232387,82858
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,08,茨城県,479,21971,91292,484153,849417,300476
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,09,栃木県,426,17752,77531,287991,537888,208145
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,10,群馬県,429,18347,71172,249298,469942,184647
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,11,埼玉県,838,24351,106679,371389,674365,258967
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,12,千葉県,315,9152,37145,150385,272713,101093
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,13,東京都,566,7540,31993,73298,133805,52994
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,14,神奈川県,426,15042,74159,416577,709500,256934
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,15,新潟県,207,7392,24468,83437,145485,50345
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,16,富山県,199,8951,33316,107127,216244,92036
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,17,石川県,109,3132,12009,33082,64265,27235
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,18,福井県,124,5112,21306,116671,174024,41924
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,19,山梨県,139,4121,14699,49579,88707,31293
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,20,長野県,319,10108,39225,112383,210348,82869
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,21,岐阜県,421,18255,75723,275358,481430,165568
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,22,静岡県,623,26780,109914,367799,650820,229308
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,23,愛知県,1366,57165,247357,860400,1536906,559291
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,24,三重県,234,13046,55811,300764,505224,170081
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,25,滋賀県,256,18289,91411,345797,648356,252363
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,26,京都府,213,7805,31707,109354,192925,70986
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,27,大阪府,1165,29263,122287,399907,748950,296169
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,28,兵庫県,361,13624,58748,223527,440046,179097
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,29,奈良県,191,6571,24968,86958,149628,52077
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,30,和歌山県,74,1685,5622,21904,41116,16594
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,31,鳥取県,30,1136,3606,11757,24021,10272
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,32,島根県,31,1274,4063,14615,26983,10038
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,33,岡山県,189,8489,34692,146556,271351,105696
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,34,広島県,256,13871,65572,339271,554294,188666
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,35,山口県,79,4289,16561,60329,98989,31413
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,36,徳島県,42,2107,8800,27829,53382,21337
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,37,香川県,89,4167,17006,83428,130740,38057
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,38,愛媛県,77,3643,17688,77385,196614,103837
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,39,高知県,24,708,2390,6522,12325,4901
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,40,福岡県,276,12142,48252,176293,310120,112511
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,41,佐賀県,58,2351,7538,30448,51180,17398
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,42,長崎県,30,901,3528,9829,22357,10220
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,43,熊本県,103,5338,20646,51855,111373,47739
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,44,大分県,83,3582,11568,35593,64658,24541
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,45,宮崎県,54,2142,7734,23858,57194,27254
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,46,鹿児島県,33,797,2486,8745,15527,6138
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,47,沖縄県,19,502,1498,5378,9135,3241
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,61,札幌市,41,720,2728,8649,15599,6270
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,62,仙台市,15,206,699,1917,4375,2224
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,63,さいたま市,82,2153,8408,21683,40939,15541
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,64,千葉市,12,366,1471,5163,10317,4408
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,65,東京特別区,430,5240,22565,55393,97443,37203
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,66,横浜市,107,2795,11204,37374,69200,27235
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,67,川崎市,62,1530,7536,17048,31659,11993
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,68,相模原市,58,2263,13770,184217,234544,50285
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,69,新潟市,24,640,2140,5131,9390,3371
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,70,静岡市,70,2096,7647,20664,44355,20505
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,71,浜松市,126,4165,16626,71871,119031,39869
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,72,名古屋市,284,5675,20875,63119,126250,55217
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,73,京都市,64,1456,6149,18304,32656,12613
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,74,大阪市,302,5211,19963,59182,110677,45258
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,75,堺市,60,1225,5132,16177,33622,13630
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,76,神戸市,58,1867,7889,24688,64470,31293
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,77,岡山市,50,1324,5289,37607,49762,9921
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,78,広島市,67,2188,8043,24067,48809,21255
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,79,北九州市,45,1836,7446,36172,59835,20976
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,80,福岡市,30,473,1535,3964,9254,4658
2020000000,2020,18,プラスチック製品製造業（別掲を除く）,81,熊本市,16,538,2229,7072,14057,5793
2020000000,2020,19,ゴム製品製造業,00,全国計,2009,111724,510319,1463132,2981969,1290818
2020000000,2020,19,ゴム製品製造業,01,北海道,25,656,2189,4471,11396,6247
2020000000,2020,19,ゴム製品製造業,02,青森県,6,169,575,476,1510,888
2020000000,2020,19,ゴム製品製造業,03,岩手県,13,498,1423,1939,4563,2095
2020000000,2020,19,ゴム製品製造業,04,宮城県,26,2447,11497,41790,61433,15686
2020000000,2020,19,ゴム製品製造業,05,秋田県,12,482,1261,1408,4225,2354
2020000000,2020,19,ゴム製品製造業,06,山形県,9,330,996,1571,3322,1346
2020000000,2020,19,ゴム製品製造業,07,福島県,53,5891,27217,82247,176277,80653
2020000000,2020,19,ゴム製品製造業,08,茨城県,72,3192,12117,36664,65240,23988
2020000000,2020,19,ゴム製品製造業,09,栃木県,62,4708,32544,57281,136600,65047
2020000000,2020,19,ゴム製品製造業,10,群馬県,42,2378,10737,17889,44105,22647
2020000000,2020,19,ゴム製品製造業,11,埼玉県,199,6309,26065,57864,112472,46181
2020000000,2020,19,ゴム製品製造業,12,千葉県,82,2049,8004,18494,38433,16854
2020000000,2020,19,ゴム製品製造業,13,東京都,149,2037,8242,13897,28996,13028
2020000000,2020,19,ゴム製品製造業,14,神奈川県,58,4819,23580,54048,96773,31183
2020000000,2020,19,ゴム製品製造業,15,新潟県,24,763,2297,4466,10790,5495
2020000000,2020,19,ゴム製品製造業,16,富山県,15,906,4049,6984,13345,5366
2020000000,2020,19,ゴム製品製造業,17,石川県,16,308,968,3467,5623,1964
2020000000,2020,19,ゴム製品製造業,18,福井県,7,109,409,728,2109,1187
2020000000,2020,19,ゴム製品製造業,19,山梨県,12,403,1701,12049,23958,9989
2020000000,2020,19,ゴム製品製造業,20,長野県,21,957,3780,6930,12135,4245
2020000000,2020,19,ゴム製品製造業,21,岐阜県,77,2789,10643,38683,65951,22967
2020000000,2020,19,ゴム製品製造業,22,静岡県,85,6652,31870,66951,161850,80831
2020000000,2020,19,ゴム製品製造業,23,愛知県,186,12304,51727,170030,410988,207524
2020000000,2020,19,ゴム製品製造業,24,三重県,52,7201,32954,102390,200867,82857
2020000000,2020,19,ゴム製品製造業,25,滋賀県,23,2690,16794,47720,96017,36598
2020000000,2020,19,ゴム製品製造業,26,京都府,17,839,4281,12774,24033,9224
2020000000,2020,19,ゴム製品製造業,27,大阪府,195,5586,23416,61841,122471,53060
2020000000,2020,19,ゴム製品製造業,28,兵庫県,115,5101,25528,68559,121312,42723
2020000000,2020,19,ゴム製品製造業,29,奈良県,31,2548,12414,34428,63211,25226
2020000000,2020,19,ゴム製品製造業,30,和歌山県,15,885,3432,10175,22907,8507
2020000000,2020,19,ゴム製品製造業,31,鳥取県,6,347,1827,18320,23088,2772
2020000000,2020,19,ゴム製品製造業,32,島根県,9,604,1955,3620,7146,3060
2020000000,2020,19,ゴム製品製造業,33,岡山県,57,4328,17391,56139,95677,32500
2020000000,2020,19,ゴム製品製造業,34,広島県,75,4499,21140,48832,99987,42382
2020000000,2020,19,ゴム製品製造業,35,山口県,19,2591,14575,60095,144771,80796
2020000000,2020,19,ゴム製品製造業,36,徳島県,10,383,1395,4084,8008,3198
2020000000,2020,19,ゴム製品製造業,37,香川県,11,570,2492,4155,12278,7250
2020000000,2020,19,ゴム製品製造業,38,愛媛県,12,415,1103,2060,4129,1834
2020000000,2020,19,ゴム製品製造業,40,福岡県,53,4778,23352,100945,207179,96817
2020000000,2020,19,ゴム製品製造業,41,佐賀県,12,1841,8881,22558,47946,21388
2020000000,2020,19,ゴム製品製造業,42,長崎県,5,68,183,341,917,526
2020000000,2020,19,ゴム製品製造業,43,熊本県,17,2151,9971,52763,69737,12066
2020000000,2020,19,ゴム製品製造業,44,大分県,13,1003,3535,10379,18441,7044
2020000000,2020,19,ゴム製品製造業,45,宮崎県,8,2119,9739,40412,99437,53131
2020000000,2020,19,ゴム製品製造業,46,鹿児島県,2,17,X,X,X,X
2020000000,2020,19,ゴム製品製造業,47,沖縄県,1,4,X,X,X,X
2020000000,2020,19,ゴム製品製造業,61,札幌市,8,131,386,794,2055,1139
2020000000,2020,19,ゴム製品製造業,62,仙台市,5,254,1240,2328,4176,1490
2020000000,2020,19,ゴム製品製造業,63,さいたま市,16,676,2608,8453,11964,3133
2020000000,2020,19,ゴム製品製造業,64,千葉市,6,84,216,787,1238,409
2020000000,2020,19,ゴム製品製造業,65,東京特別区,141,1731,6459,11109,25480,12866
2020000000,2020,19,ゴム製品製造業,66,横浜市,13,775,5046,4754,21146,12540
2020000000,2020,19,ゴム製品製造業,67,川崎市,2,22,X,X,X,X
2020000000,2020,19,ゴム製品製造業,68,相模原市,4,90,510,1796,3118,1170
2020000000,2020,19,ゴム製品製造業,69,新潟市,10,127,385,471,1297,756
2020000000,2020,19,ゴム製品製造業,70,静岡市,7,302,1352,3822,8799,4416
2020000000,2020,19,ゴム製品製造業,71,浜松市,13,550,2192,2356,6430,3483
2020000000,2020,19,ゴム製品製造業,72,名古屋市,54,1017,3637,9360,21992,11088
2020000000,2020,19,ゴム製品製造業,73,京都市,3,59,X,X,X,X
2020000000,2020,19,ゴム製品製造業,74,大阪市,82,1667,7245,16286,31716,13564
2020000000,2020,19,ゴム製品製造業,75,堺市,13,402,1309,2960,5911,2341
2020000000,2020,19,ゴム製品製造業,76,神戸市,58,1082,4175,9478,17773,7213
2020000000,2020,19,ゴム製品製造業,77,岡山市,16,539,1949,4219,7600,3007
2020000000,2020,19,ゴム製品製造業,78,広島市,30,1859,8404,18562,32990,11764
2020000000,2020,19,ゴム製品製造業,79,北九州市,10,713,3752,21941,50811,29743
2020000000,2020,19,ゴム製品製造業,80,福岡市,1,5,X,X,X,X
2020000000,2020,19,ゴム製品製造業,81,熊本市,2,10,X,X,X,X
2020000000,2020,20,なめし革・同製品・毛皮製造業,00,全国計,863,16903,51418,147087,264189,104382
2020000000,2020,20,なめし革・同製品・毛皮製造業,01,北海道,12,430,1279,2233,4553,2178
2020000000,2020,20,なめし革・同製品・毛皮製造業,03,岩手県,8,405,1131,4331,5767,1338
2020000000,2020,20,なめし革・同製品・毛皮製造業,04,宮城県,4,121,335,651,1407,632
2020000000,2020,20,なめし革・同製品・毛皮製造業,05,秋田県,20,345,660,393,1422,936
2020000000,2020,20,なめし革・同製品・毛皮製造業,06,山形県,20,894,3196,7914,14831,5717
2020000000,2020,20,なめし革・同製品・毛皮製造業,07,福島県,18,677,1298,4464,11097,5423
2020000000,2020,20,なめし革・同製品・毛皮製造業,08,茨城県,16,240,575,1076,2500,1261
2020000000,2020,20,なめし革・同製品・毛皮製造業,09,栃木県,5,138,410,1244,2293,941
2020000000,2020,20,なめし革・同製品・毛皮製造業,10,群馬県,3,40,127,367,666,271
2020000000,2020,20,なめし革・同製品・毛皮製造業,11,埼玉県,68,994,3125,9783,16416,5801
2020000000,2020,20,なめし革・同製品・毛皮製造業,12,千葉県,33,689,1765,4554,9709,4630
2020000000,2020,20,なめし革・同製品・毛皮製造業,13,東京都,205,2565,9564,25700,47210,19249
2020000000,2020,20,なめし革・同製品・毛皮製造業,14,神奈川県,7,149,524,2428,5957,3148
